key_mlbam,full_name,name_no_accent,birth_date,pro_played_first,fg_link,bbref_register_link
663330,Jahmai Jones,Jahmai Jones,1997-08-04,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah
691839,Joe Jones,Joe Jones,1995-07-22,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-006joe
669437,Jordan Jones,Jordan Jones,1997-10-02,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jor
695292,L. J. Jones,L. J. Jones,1999-06-27,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-004leo
659635,Matt Jones,Matt Jones,1992-04-14,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-011mat
664081,Mylz Jones,Mylz Jones,1994-04-13,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-000myl
518858,Nate Jones,Nate Jones,1986-01-28,2007,http://www.fangraphs.com/statss.aspx?playerid=4696,https://www.baseball-reference.com/register/player.fcgi?id=jones-001nat
666134,Nolan Jones,Nolan Jones,1998-05-07,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-000nol
624507,Ryder Jones,Ryder Jones,1994-06-07,2013,http://www.fangraphs.com/statss.aspx?playerid=15982,https://www.baseball-reference.com/register/player.fcgi?id=jones-001ryd
682240,Stephen Jones,Stephen Jones,1997-07-30,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-010ste
622100,Taylor Jones,Taylor Jones,1993-12-06,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-000tay
666196,Thomas Jones,Thomas Jones,1997-12-09,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-018tho
657629,Travis Jones,Travis Jones,1995-09-29,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jones-005tra
682119,Levi Jordan,Levi Jordan,1995-09-24,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jordan000lev
645291,Kevin Josephina,Kevin Josephina,1996-10-02,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=joseph002kev
687144,Corey Joyce,Corey Joyce,1998-08-19,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=joyce-001cor
459964,Matthew Joyce,Matthew Joyce,1984-08-03,2005,http://www.fangraphs.com/statss.aspx?playerid=3353,https://www.baseball-reference.com/register/player.fcgi?id=joyce-001mat
682125,Tyler Joyner,Tyler Joyner,1996-05-10,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=joyner002tyl
592450,Aaron Judge,Aaron Judge,1992-04-26,2014,http://www.fangraphs.com/statss.aspx?playerid=15640,https://www.baseball-reference.com/register/player.fcgi?id=judge-001aar
680420,Grant Judkins,Grant Judkins,1997-08-06,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=judkin000gra
666397,Edouard Julien,Edouard Julien,1999-04-30,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=julien000edo
650510,Erick Julio,Erick Julio,1996-09-22,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=julio-000eri
667452,Corey Julks,Corey Julks,1996-02-27,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=julks-000cor
573348,Su-Min Jung,Su-Min Jung,1990-04-01,2009,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=jung--001su-
596001,Jakob Junis,Jakob Junis,1992-09-16,2012,http://www.fangraphs.com/statss.aspx?playerid=13619,https://www.baseball-reference.com/register/player.fcgi?id=junis-000jak
676083,Janson Junk,Janson Junk,1996-01-15,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=junk--000jan
669668,Cameron Junker,Cameron Junker,1997-09-03,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=junker000cam
681796,Francisco Justo,Francisco Justo,1998-10-12,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=justo-000fra
642617,Salvador Justo,Salvador Justo,1994-10-14,2013,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=justo-000sal
669049,Connor Justus,Connor Justus,1994-11-02,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=justus000con
690148,Chris Kachmar,Chris Kachmar,1996-09-03,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kachma000chr
685277,Nick Kahle,Nick Kahle,1998-02-28,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kahle-000nic
663731,Connor Kaiser,Connor Kaiser,1996-11-20,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kaiser000con
628316,Katsuya Kakunaka,Katsuya Kakunaka,1987-05-25,2007,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kakuna001kat
685008,Kasey Kalich,Kasey Kalich,1998-04-25,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kalich000kas
592455,Jake Kalish,Jake Kalish,1991-07-09,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kalish000jak
660362,Go Kamamoto,Go Kamamoto,1993-09-03,2013,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kamamo000go-
506077,Yoshiyuki Kamei,Yoshiyuki Kamei,1982-07-28,2005,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kamei-001yos
641739,Rob Kaminsky,Rob Kaminsky,1994-09-02,2013,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kamins000rob
693038,Lo-han Kang,Lo-han Kang,1992-05-13,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kang--002don
547946,Min-ho Kang,Min-ho Kang,1985-08-18,2004,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kang--001min
493101,Kuo Hui Kao,Kuo Hui Kao,1985-09-26,2006,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=lo----001kuo
663727,Scott Kapers,Scott Kapers,1996-11-27,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kapers000sco
621076,James Kaprielian,James Kaprielian,1994-03-02,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kaprie000jam
676689,Ricky Karcher,Ricky Karcher,1997-09-18,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=karche002ric
675916,James Karinchak,James Karinchak,1995-09-22,2017,http://www.fangraphs.com/statss.aspx?playerid=20151,https://www.baseball-reference.com/register/player.fcgi?id=karinc000jam
656604,Andrew Karp,Andrew Karp,1995-09-30,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=karp--000and
692705,Takamasa Kasai,Takamasa Kasai,1994-08-07,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kasai-000tak
641741,Gosuke Katoh,Gosuke Katoh,1994-10-08,2013,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=katoh-000gos
621355,Alex Katz,Alex Katz,1994-10-12,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=katz--000ale
666154,Karl Kauffmann,Karl Kauffmann,1997-08-15,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kauffm002kar
676932,Rylan Kaufman,Rylan Kaufman,1999-06-23,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kaufma000ryl
611472,Hiroyuki Kawahara,Hiroyuki Kawahara,1991-08-23,2010,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kawaha000hir
641743,Anthony Kay,Anthony Kay,1995-03-21,2018,http://www.fangraphs.com/statss.aspx?playerid=20387,https://www.baseball-reference.com/register/player.fcgi?id=kay---000ant
627264,Shinya Kayama,Shinya Kayama,1989-11-23,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kayama000shi
453527,Sean Kazmar,Sean Kazmar,1984-08-05,2004,http://www.fangraphs.com/statss.aspx?playerid=7349,https://www.baseball-reference.com/register/player.fcgi?id=kazmar001sea
675654,Sam Keating,Sam Keating,1998-08-31,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keatin000sam
664843,Jerry Keel,Jerry Keel,1993-09-26,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keel--000jer
671157,Tyler Keenan,Tyler Keenan,1999-02-27,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keenan000tyl
679180,Trevor Kehe,Trevor Kehe,1997-04-06,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kehe--000tre
680577,DaShawn Keirsey,DaShawn Keirsey,1997-05-13,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keirse000das
674056,Ben Keizer,Ben Keizer,1997-08-28,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keizer000ben
605309,Keone Kela,Keone Kela,1993-04-16,2012,http://www.fangraphs.com/statss.aspx?playerid=14696,https://www.baseball-reference.com/register/player.fcgi?id=kela--000keo
672284,Jarred Kelenic,Jarred Kelenic,1999-07-16,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keleni000jar
657636,Alec Keller,Alec Keller,1992-05-13,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keller000ale
641745,Brad Keller,Brad Keller,1995-07-27,2013,http://www.fangraphs.com/statss.aspx?playerid=15734,https://www.baseball-reference.com/register/player.fcgi?id=keller000bra
662144,Brian Keller,Brian Keller,1994-06-21,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keller000bri
664918,Kyle Keller,Kyle Keller,1993-04-28,2015,http://www.fangraphs.com/statss.aspx?playerid=18890,https://www.baseball-reference.com/register/player.fcgi?id=keller000kyl
656605,Mitch Keller,Mitch Keller,1996-04-04,2014,http://www.fangraphs.com/statss.aspx?playerid=17594,https://www.baseball-reference.com/register/player.fcgi?id=keller000mit
664877,Christian Kelley,Christian Kelley,1993-09-23,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelley004chr
691721,Jared Kelley,Jared Kelley,2001-10-03,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelley000jar
615695,Ryan Kellogg,Ryan Kellogg,1994-02-04,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kellog000rya
608348,Carson Kelly,Carson Kelly,1994-07-14,2012,http://www.fangraphs.com/statss.aspx?playerid=13620,https://www.baseball-reference.com/register/player.fcgi?id=kelly-001car
543391,Casey Kelly,Casey Kelly,1989-10-04,2008,http://www.fangraphs.com/statss.aspx?playerid=9174,https://www.baseball-reference.com/register/player.fcgi?id=kelly-001cas
665138,Dalton Kelly,Dalton Kelly,1994-08-04,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelly-002dal
670705,Garrett Kelly,Garrett Kelly,1994-08-02,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelly-000gar
523260,Joe Kelly,Joe Kelly,1988-06-09,2009,http://www.fangraphs.com/statss.aspx?playerid=9761,https://www.baseball-reference.com/register/player.fcgi?id=kelly-002joe
687330,Kevin Kelly,Kevin Kelly,1997-11-28,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelly-004kev
518876,Merrill Kelly,Merrill Kelly,1988-10-14,2010,http://www.fangraphs.com/statss.aspx?playerid=11156,https://www.baseball-reference.com/register/player.fcgi?id=kelly-003ken
670908,Rafael Kelly,Rafael Kelly,1997-06-09,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelly-000raf
677161,Zack Kelly,Zack Kelly,1995-03-03,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kelly-001zac
544152,Dwayne Kemp,Dwayne Kemp,1988-02-24,2005,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kemp--001dwa
643393,Tony Kemp,Tony Kemp,1991-10-31,2013,http://www.fangraphs.com/statss.aspx?playerid=14894,https://www.baseball-reference.com/register/player.fcgi?id=kemp--000ton
656607,Jeren Kendall,Jeren Kendall,1996-02-04,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kendal003jer
687958,Jack Kenley,Jack Kenley,1997-10-08,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kenley000jac
664028,Brett Kennedy,Brett Kennedy,1994-08-04,2015,http://www.fangraphs.com/statss.aspx?playerid=17877,https://www.baseball-reference.com/register/player.fcgi?id=kenned001bre
671083,Buddy Kennedy,Buddy Kennedy,1998-10-05,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kenned000bud
453178,Ian Kennedy,Ian Kennedy,1984-12-19,2006,http://www.fangraphs.com/statss.aspx?playerid=6986,https://www.baseball-reference.com/register/player.fcgi?id=kenned001ian
663943,Nick Kennedy,Nick Kennedy,1996-06-20,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kenned002nic
664236,Matthew Kent,Matthew Kent,1992-09-13,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kent--003mat
596146,Max Kepler,Max Kepler,1993-02-10,2010,http://www.fangraphs.com/statss.aspx?playerid=12144,https://www.baseball-reference.com/register/player.fcgi?id=kepler001max
676301,Adam Kerner,Adam Kerner,1998-07-31,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kerner000ada
674057,Jimmy Kerr,Jimmy Kerr,1997-03-21,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kerr--000jim
677965,Jimmy Kerrigan,Jimmy Kerrigan,1994-03-16,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kerrig000jim
477132,Clayton Kershaw,Clayton Kershaw,1988-03-19,2006,http://www.fangraphs.com/statss.aspx?playerid=2036,https://www.baseball-reference.com/register/player.fcgi?id=kersha001cla
666197,Grae Kessinger,Grae Kessinger,1997-08-25,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kessin000gra
675631,Sam Kessler,Sam Kessler,1997-12-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kessle002sam
572971,Dallas Keuchel,Dallas Keuchel,1988-01-01,2009,http://www.fangraphs.com/statss.aspx?playerid=9434,https://www.baseball-reference.com/register/player.fcgi?id=keuche001dal
687901,JC Keys,JC Keys,1996-10-09,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=keys--000jc-
592464,Mike Kickham,Mike Kickham,1988-12-12,2010,http://www.fangraphs.com/statss.aspx?playerid=11618,https://www.baseball-reference.com/register/player.fcgi?id=kickha001mic
666198,Carter Kieboom,Carter Kieboom,1997-09-03,2016,http://www.fangraphs.com/statss.aspx?playerid=19958,https://www.baseball-reference.com/register/player.fcgi?id=kieboo000car
595281,Kevin Kiermaier,Kevin Kiermaier,1990-04-22,2010,http://www.fangraphs.com/statss.aspx?playerid=11038,https://www.baseball-reference.com/register/player.fcgi?id=kierma001kev
660279,Ryosuke Kikuchi,Ryosuke Kikuchi,1990-03-11,2012,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kikuch000ryo
579328,Yusei Kikuchi,Yusei Kikuchi,1991-06-17,2010,http://www.fangraphs.com/statss.aspx?playerid=20633,https://www.baseball-reference.com/register/player.fcgi?id=kikuch000yus
668873,Caleb Kilian,Caleb Kilian,1997-06-02,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kilian000cal
669435,Mitchell Kilkenny,Mitchell Kilkenny,1997-03-24,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kilken000mit
687143,Brent Killam,Brent Killam,1998-03-26,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=killam000bre
642584,Franklyn Kilome,Franklyn Kilome,1995-06-25,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kilome000fra
596876,Dong-Yub Kim,Dong-Yub Kim,1990-07-24,2011,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---014don
673490,Ha-Seong Kim,Ha-Seong Kim,1995-10-17,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ha-
547957,Hyun Soo Kim,Hyun Soo Kim,1988-01-12,2006,http://www.fangraphs.com/statss.aspx?playerid=18718,https://www.baseball-reference.com/register/player.fcgi?id=kim---004hye
573618,Jae Yun Kim,Jae Yun Kim,1990-09-16,2009,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---002jae
673491,Jae-ho Kim,Jae-ho Kim,1985-03-21,2004,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---007jae
606285,Jin-Young Kim,Jin-Young Kim,1992-04-16,2011,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---014jin
547942,Kwang Hyun Kim,Kwang Hyun Kim,1988-07-22,2007,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---002gwa
693039,Min-su Kim,Min-su Kim,1998-03-18,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---022min
628357,Sang-soo Kim,Sang-soo Kim,1990-03-23,2009,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---008san
586512,Seon Gi Kim,Seon Gi Kim,1991-09-01,2010,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---001seo
673493,Tae-gun Kim,Tae-gun Kim,1989-12-30,2008,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kim---003tae
518886,Craig Kimbrel,Craig Kimbrel,1988-05-28,2008,http://www.fangraphs.com/statss.aspx?playerid=6655,https://www.baseball-reference.com/register/player.fcgi?id=kimbre001cra
526691,Fumikazu Kimura,Fumikazu Kimura,1988-09-13,2007,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kimura001fum
670267,Will Kincanon,Will Kincanon,1995-10-27,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kincan002wil
643396,Isiah Kiner-Falefa,Isiah Kiner-Falefa,1995-03-23,2013,http://www.fangraphs.com/statss.aspx?playerid=16512,https://www.baseball-reference.com/register/player.fcgi?id=kiner-000isa
663717,Dylan King,Dylan King,1996-12-05,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=king--000dyl
667463,John King,John King,1994-09-14,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=king--012joh
666593,Jose King,Jose King,1999-01-16,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=king--004jos
650633,Mike King,Mike King,1995-05-25,2016,http://www.fangraphs.com/statss.aspx?playerid=19853,https://www.baseball-reference.com/register/player.fcgi?id=king--000mik
669915,Zach King,Zach King,1998-04-30,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=king--000zac
664068,Scott Kingery,Scott Kingery,1994-04-29,2015,http://www.fangraphs.com/statss.aspx?playerid=17975,https://www.baseball-reference.com/register/player.fcgi?id=kinger000sco
592468,Nick Kingham,Nick Kingham,1991-11-08,2010,http://www.fangraphs.com/statss.aspx?playerid=11694,https://www.baseball-reference.com/register/player.fcgi?id=kingha001nic
663884,Nolan Kingham,Nolan Kingham,1996-08-18,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kingha000nol
641755,Tyler Kinley,Tyler Kinley,1991-01-31,2013,http://www.fangraphs.com/statss.aspx?playerid=18297,https://www.baseball-reference.com/register/player.fcgi?id=kinley000tyl
445213,Brandon Kintzler,Brandon Kintzler,1984-08-01,2004,http://www.fangraphs.com/statss.aspx?playerid=9939,https://www.baseball-reference.com/register/player.fcgi?id=kintzl001bra
656619,Chance Kirby,Chance Kirby,1995-07-19,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kirby-002cha
669923,George Kirby,George Kirby,1998-02-04,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kirby-001geo
621403,Nathan Kirby,Nathan Kirby,1993-11-23,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kirby-000nat
666135,Alex Kirilloff,Alex Kirilloff,1997-11-09,2016,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kirill000ale
672386,Alejandro Kirk,Alejandro Kirk,1998-11-06,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kirk--000ale
647255,Tanner Kirwer,Tanner Kirwer,1996-03-15,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kirwer000tan
663988,Alec Kisena,Alec Kisena,1995-10-12,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kisena000ale
547877,Takayuki Kishi,Takayuki Kishi,1984-12-04,2007,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kishi-001tak
552640,Andrew Kittredge,Andrew Kittredge,1990-03-17,2011,http://www.fangraphs.com/statss.aspx?playerid=12828,https://www.baseball-reference.com/register/player.fcgi?id=kittre001and
623182,Patrick Kivlehan,Patrick Kivlehan,1989-12-22,2012,http://www.fangraphs.com/statss.aspx?playerid=13910,https://www.baseball-reference.com/register/player.fcgi?id=kivleh000pat
694361,Will Klein,Will Klein,1999-11-28,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=klein-002wil
677078,Cole Kleszcz,Cole Kleszcz,1997-06-16,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kleszc000col
664784,Steven Klimek,Steven Klimek,1994-04-04,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=klimek000ste
656620,Gabe Klobosits,Gabe Klobosits,1995-05-16,2017,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=klobos000gab
680572,Adam Kloffenstein,Adam Kloffenstein,2000-08-25,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kloffe000ada
446372,Corey Kluber,Corey Kluber,1986-04-10,2007,http://www.fangraphs.com/statss.aspx?playerid=2429,https://www.baseball-reference.com/register/player.fcgi?id=kluber001cor
595284,Andrew Knapp,Andrew Knapp,1991-11-09,2013,http://www.fangraphs.com/statss.aspx?playerid=14942,https://www.baseball-reference.com/register/player.fcgi?id=knapp-001and
687822,Brandon Knarr,Brandon Knarr,1998-06-02,2021,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=knarr-000bra
608349,Corey Knebel,Corey Knebel,1991-11-26,2013,http://www.fangraphs.com/statss.aspx?playerid=15010,https://www.baseball-reference.com/register/player.fcgi?id=knebel001cor
663753,Reiss Knehr,Reiss Knehr,1996-11-03,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=knehr-000rei
667421,Blaine Knight,Blaine Knight,1996-06-28,2018,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=knight000bla
643400,Dusten Knight,Dusten Knight,1990-09-07,2013,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=knight003dus
665227,Nash Knight,Nash Knight,1992-09-20,2015,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=knight000nas
668800,Andrew Knizner,Andrew Knizner,1995-02-03,2016,http://www.fangraphs.com/statss.aspx?playerid=19514,https://www.baseball-reference.com/register/player.fcgi?id=knizne000and
686731,Lucas Knowles,Lucas Knowles,1998-03-14,2019,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=knowle000luc
660263,Seiji Kobayashi,Seiji Kobayashi,1989-06-07,2014,http://www.fangraphs.com/statss.aspx?playerid=NA,https://www.baseball-reference.com/register/player.fcgi?id=kobaya001sei
